Timestamp,Current,MVoltage,Sl1Voltage,Sl2Voltage,Sl3Voltage,Sl4Voltage
1483914863.27,0.0590476989746,3.75321875,3.83243164062,3.87231054688,3.838671875,-1.0
1483914864.27,-0.173267364502,3.75322265625,3.81400976563,3.85408203125,3.81766992187,-1.0
1483914865.28,-0.236209869385,3.75323632813,3.81400195313,3.85408789063,3.81766796875,-1.0
1483914866.33,-0.000652313232422,3.75322265625,3.814,3.85407617188,3.81766601562,-1.0
1483914867.34,-0.0382270812988,3.7532421875,3.81399609375,3.85408398437,3.81766796875,-1.0
1483914868.34,-0.0506248474121,3.753234375,3.814,3.85407617188,3.8176640625,-1.0
1483914869.34,0.0176582336426,3.7532265625,3.81399804688,3.85408398437,3.81766601562,-1.0
1483914870.34,0.0680122375488,3.75322265625,3.81399804688,3.8540703125,3.81765820313,-1.0
1483914871.34,0.0197563171387,3.7532265625,3.81399414063,3.85407421875,3.81766015625,-1.0
1483914872.34,0.0188026428223,3.75323242187,3.81399023438,3.85407617188,3.81765820313,-1.0
1483914873.34,0.0451240539551,3.75323632813,3.81399414063,3.85406445312,3.81765039062,-1.0
1483914874.34,-0.00275039672852,3.75322460938,3.81399414063,3.854078125,3.81766015625,-1.0
1483914875.34,0.0153694152832,3.75323046875,3.81397851563,3.8540625,3.81765039062,-1.0
1483914876.34,0.040355682373,3.75322265625,3.81399023438,3.8540625,3.81764453125,-1.0
1483914877.35,0.0395927429199,3.75321875,3.813984375,3.8540703125,3.81764648437,-1.0
1483914878.35,0.00182723999023,3.75322851563,3.8139765625,3.85405273438,3.8176484375,-1.0
1483914879.35,0.0659141540527,3.75322070313,3.813984375,3.8540546875,3.81764257813,-1.0
1483914880.35,0.0535163879395,3.75321679687,3.81397265625,3.85405078125,3.81763671875,-1.0
1483914881.35,-0.140842437744,3.75322265625,3.8139765625,3.85406054687,3.817640625,-1.0
1483914882.35,-0.0643577575684,3.75320898438,3.81397851563,3.85405078125,3.81763867188,-1.0
1483914883.35,-0.068172454834,3.75322070313,3.81396875,3.85405859375,3.81763476563,-1.0
1483914884.35,-0.123294830322,3.75322265625,3.81396679687,3.85404101563,3.81763671875,-1.0
1483914885.35,-0.0920143127441,3.75322265625,3.81396484375,3.85404492187,3.81762890625,-1.0
1483914886.36,0.000492095947266,3.7532109375,3.81397460938,3.85403515625,3.81763085937,-1.0
1483914887.36,-0.0567283630371,3.7532109375,3.81397070312,3.85404492187,3.81763085937,-1.0
1483914888.36,-0.013240814209,3.7532109375,3.81396484375,3.85405664063,3.81762890625,-1.0
1483914889.36,0.0641975402832,3.753203125,3.81396679687,3.85403710938,3.81762304688,-1.0
1483914890.36,-0.072940826416,3.75320703125,3.81396679687,3.85403320313,3.81762304688,-1.0
1483914891.36,0.029483795166,3.75320117188,3.81396679687,3.85404296875,3.817625,-1.0
1483914892.36,-0.000652313232422,3.75321289062,3.81396289063,3.85404101563,3.81762304688,-1.0
1483914893.36,-0.0700798034668,3.75319921875,3.81395703125,3.85403320313,3.8176171875,-1.0
1483914894.36,0.125804901123,3.7531953125,3.81396679687,3.85404101563,3.81762109375,-1.0
1483914895.36,-0.186809539795,3.75320117188,3.8139609375,3.85403125,3.81761328125,-1.0
1483914896.37,0.00697708129883,3.75318359375,3.81395507813,3.85403710938,3.81761132812,-1.0
1483914897.37,0.0277671813965,3.75320507813,3.81395507813,3.85403710938,3.8176171875,-1.0
1483914898.37,0.0798377990723,3.75318164063,3.81395117187,3.85402539062,3.817609375,-1.0
1483914899.37,0.139919281006,3.75319921875,3.81394921875,3.85403710938,3.81760742188,-1.0
1483914900.37,0.0641975402832,3.753203125,3.81393945313,3.8540390625,3.8176015625,-1.0
1483914901.37,0.0304374694824,3.7531875,3.81394726562,3.8540234375,3.81760546875,-1.0
1483914902.37,-0.10803604126,3.75318554688,3.81394921875,3.85403320313,3.81760546875,-1.0
1483914903.37,0.0474128723145,3.75318359375,3.81394140625,3.85402539062,3.8176015625,-1.0
1483914904.37,-0.0840034484863,3.75322265625,3.81394726562,3.85401953125,3.81759765625,-1.0
1483914905.38,-0.0555839538574,3.75319726562,3.81394921875,3.85401367188,3.81759765625,-1.0
1483914906.38,-0.0367012023926,3.75319140625,3.81393554688,3.85401757813,3.81759765625,-1.0
1483914907.38,0.170818328857,3.75318945313,3.81393359375,3.85401367188,3.81758984375,-1.0
1483914908.38,0.0130805969238,3.75318945313,3.81393945313,3.85401171875,3.81758398438,-1.0
1483914909.38,0.00583267211914,3.7531875,3.81393359375,3.85400390625,3.81758984375,-1.0
1483914910.38,0.0312004089355,3.75318164063,3.81393554688,3.85401367188,3.81759570313,-1.0
1483914911.38,0.0975761413574,3.75319726562,3.81393164062,3.8540078125,3.81758203125,-1.0
1483914912.32,0.024715423584,3.75318359375,3.81392773437,3.85400976562,3.8175859375,-1.0
1483914913.32,0.0104103088379,3.75319335937,3.81392578125,3.85402929688,3.81758203125,-1.0
1483914914.32,-0.0292625427246,3.75318164063,3.81392382813,3.854,3.81758007813,-1.0
1483914915.34,-0.0672187805176,3.75318554688,3.81391796875,3.85400585937,3.81758398438,-1.0
1483914916.39,0.115695953369,3.75316992188,3.81392578125,3.85400195313,3.81758203125,-1.0
1483914917.39,-0.239833831787,3.75318164063,3.81391992188,3.8540078125,3.81758203125,-1.0
1483914918.39,-0.112804412842,3.75316210938,3.81391796875,3.85399804688,3.817578125,-1.0
1483914919.39,-0.0677909851074,3.75316796875,3.81391796875,3.85399609375,3.8175703125,-1.0
