Timestamp,Current,MVoltage,Sl1Voltage,Sl2Voltage,Sl3Voltage,T000007c0681f,T000007c2763a,T000007c0a876,T000007c1a9bf
1484262229.69,-0.0337448120117,3.60852734375,3.65458203125,3.66341015625,3.64878710938,21.312,21.437,21.75,21.375
1484262230.75,0.044075012207,3.608515625,3.654578125,3.66341210938,3.64878515625,21.312,21.437,21.312,21.75
1484262231.7,-0.00837707519531,3.60852734375,3.65457226563,3.66340429688,3.64878125,21.312,21.437,21.312,21.75
1484262232.7,0.0353012084961,3.60852148438,3.65458203125,3.66342382813,3.64878710938,21.312,21.437,21.75,21.375
1484262233.7,0.0366363525391,3.60853125,3.65457421875,3.66340039063,3.6487890625,21.312,21.437,21.75,21.375
1484262234.7,-0.0364151000977,3.60851953125,3.65457617188,3.66340234375,3.64878515625,21.312,21.437,21.375,21.75
1484262235.76,-0.014289855957,3.60851953125,3.6545703125,3.66339648438,3.64877734375,21.312,21.437,21.375,21.75
1484262236.76,-0.0751342773438,3.60850976563,3.65456835938,3.66340429688,3.64878125,21.375,21.312,21.75,21.437
1484262237.76,-0.146850585938,3.60851171875,3.6545703125,3.66340234375,3.64878710938,21.375,21.312,21.75,21.437
1484262238.76,-0.0684585571289,3.60852539063,3.65456640625,3.66340625,3.64877929687,21.312,21.437,21.375,21.75
1484262239.71,-0.0409927368164,3.608515625,3.65456835938,3.66340625,3.64877539063,21.312,21.437,21.375,21.75
1484262240.76,-0.044807434082,3.608515625,3.65456640625,3.66340625,3.64877929687,21.312,21.437,21.75,21.375
1484262241.76,0.0187072753906,3.60852148438,3.65456445312,3.66341015625,3.64878710938,21.312,21.437,21.75,21.375
1484262242.76,0.179878234863,3.60853320312,3.654578125,3.66340820312,3.64878320313,21.312,21.437,21.375,21.75
1484262243.71,-0.130828857422,3.6085234375,3.654578125,3.66341210938,3.64877734375,21.312,21.437,21.375,21.75
1484262244.71,0.0507507324219,3.6085234375,3.65455859375,3.66340625,3.64877539063,21.312,21.312,21.437,21.812
1484262245.72,0.00592803955078,3.60852148438,3.65457421875,3.66339648438,3.64878320313,21.312,21.312,21.437,21.812
1484262246.71,0.108352661133,3.60851953125,3.65456640625,3.66340820312,3.6487734375,21.312,21.375,21.437,21.812
1484262247.71,-0.0820007324219,3.60853125,3.65457617188,3.66339453125,3.64877539063,21.312,21.375,21.437,21.812
1484262248.72,0.190940856934,3.6085234375,3.65457617188,3.66340039063,3.64877929687,21.312,21.437,21.375,21.812
1484262249.72,-0.0993576049805,3.60851757813,3.65457617188,3.66339648438,3.64878125,21.312,21.437,21.375,21.812
1484262250.77,0.0236663818359,3.60852929688,3.65455664063,3.66340039063,3.64877734375,21.312,21.437,21.375,21.812
1484262251.84,-0.189765930176,3.60851171875,3.65459179688,3.66340039063,3.64877929687,21.312,21.437,21.375,21.812
1484262252.78,0.0715408325195,3.60851367187,3.65454296875,3.66340625,3.64877929687,21.312,21.375,21.437,21.75
1484262253.78,-0.175079345703,3.60852148438,3.65455078125,3.66340234375,3.64878320313,21.312,21.375,21.437,21.75
1484262254.78,0.0669631958008,3.60851367187,3.65457617188,3.66340039063,3.64878125,21.312,21.437,21.375,21.75
1484262255.78,-0.109848022461,3.60853125,3.65452539062,3.6633984375,3.6487734375,21.312,21.437,21.375,21.75
1484262256.78,-0.129493713379,3.60850976563,3.65460351562,3.663390625,3.64877734375,21.312,21.437,21.375,21.812
1484262257.73,-0.0348892211914,3.60850976563,3.65458203125,3.66339257812,3.64878125,21.312,21.437,21.375,21.812
1484262258.73,0.0654373168945,3.60851953125,3.654578125,3.66339648438,3.64877734375,21.312,21.437,21.75,21.375
1484262259.73,-0.0558700561523,3.608515625,3.65458984375,3.663390625,3.64877929687,21.312,21.437,21.75,21.375
1484262260.78,-0.0190582275391,3.60851953125,3.654578125,3.66340039063,3.64877539063,21.312,21.437,21.375,21.75
1484262261.79,-0.0255432128906,3.60851367187,3.65456054687,3.66339257812,3.6487734375,21.312,21.437,21.375,21.75
1484262262.85,-0.0669326782227,3.60851367187,3.65458203125,3.66339453125,3.64877539063,21.312,21.437,21.375,21.812
1484262263.73,-0.00284576416016,3.60852539063,3.65459570313,3.66339257812,3.64877929687,21.312,21.437,21.375,21.812
1484262264.73,0.190940856934,3.60850195313,3.65457421875,3.66337890625,3.6487734375,21.312,21.437,21.75,21.375
1484262265.79,0.0116500854492,3.60850976563,3.654546875,3.6633984375,3.64878515625,21.312,21.437,21.75,21.375
1484262266.79,0.0423583984375,3.60851953125,3.65456835938,3.66339257812,3.64877539063,21.312,21.437,21.375,21.812
1484262267.79,0.0394973754883,3.60851367187,3.654546875,3.66339648438,3.64877539063,21.312,21.437,21.375,21.812
1484262268.79,0.00688171386719,3.608515625,3.65461132813,3.66340039063,3.64877539063,21.312,21.437,21.375,21.812
1484262269.8,0.0343475341797,3.60851757813,3.65455273438,3.66339257812,3.64877539063,21.312,21.437,21.375,21.812
1484262270.8,-0.0430908203125,3.6085078125,3.65459765625,3.663390625,3.64878710938,21.312,21.375,21.437,21.812
1484262271.8,0.027099609375,3.6085234375,3.6545234375,3.66340039063,3.64877539063,21.312,21.375,21.437,21.812
1484262272.85,0.0335845947266,3.60851367187,3.65455859375,3.66340039063,3.64877148438,21.312,21.437,21.375,21.75
1484262273.74,0.118270874023,3.60851757813,3.65459179688,3.6633984375,3.64877148438,21.312,21.437,21.375,21.75
1484262274.74,-0.0247802734375,3.60851367187,3.654578125,3.6633984375,3.64878320313,21.25,21.437,21.375,21.812
1484262275.8,-0.0799026489258,3.6085078125,3.65458203125,3.66338671875,3.64877539063,21.25,21.437,21.375,21.812
1484262276.8,-0.0184860229492,3.60851757813,3.6545703125,3.6633984375,3.6487734375,21.312,21.437,21.375,21.812
1484262277.85,-0.00780487060547,3.60852148438,3.65453710938,3.66338867187,3.64877148438,21.312,21.437,21.375,21.812
1484262278.81,-0.0547256469727,3.60851171875,3.65455273438,3.66338867187,3.64876953125,21.375,21.75,21.437,21.25
1484262279.81,-0.00856781005859,3.60850976563,3.65455859375,3.66338476563,3.64877148438,21.375,21.75,21.437,21.25
