Timestamp,Current,MVoltage,Sl1Voltage,Sl2Voltage,Sl3Voltage,T000007c0681f,T000007c2763a,T000007c0a876,T000007c1a9bf
1484262280.81,-0.0741806030273,3.60851171875,3.65455078125,3.66338671875,3.64877734375,21.312,21.437,21.812,21.375
1484262281.81,0.0330123901367,3.60851171875,3.65455078125,3.66338867187,3.64876367188,21.312,21.437,21.812,21.375
1484262282.81,-0.0295486450195,3.60851953125,3.654546875,3.663390625,3.64877148438,21.312,21.437,21.375,21.812
1484262283.81,-0.00627899169922,3.60852734375,3.6545703125,3.663390625,3.64877539063,21.312,21.437,21.375,21.812
1484262284.81,-0.10050201416,3.608515625,3.65456054687,3.66339648438,3.64877929687,21.437,21.312,21.375,21.812
1484262285.81,0.00440216064453,3.60850585938,3.65455859375,3.66339257812,3.648765625,21.437,21.312,21.375,21.812
1484262286.82,0.0269088745117,3.60850585938,3.65456054687,3.663390625,3.6487734375,21.25,21.437,21.812,21.375
1484262287.76,0.00707244873047,3.60851171875,3.65456054687,3.66339257812,3.64877929687,21.25,21.437,21.812,21.375
1484262288.76,0.0419769287109,3.60850585938,3.65456640625,3.66339648438,3.64877734375,21.312,21.437,21.375,21.812
1484262289.76,0.0246200561523,3.60850390625,3.65454101562,3.66338867187,3.6487734375,21.312,21.437,21.375,21.812
1484262290.82,-0.00456237792969,3.60851953125,3.6545234375,3.66338476563,3.64876953125,21.312,21.5,21.812,21.375
1484262291.82,-0.0181045532227,3.60851171875,3.65457421875,3.66339257812,3.6487734375,21.312,21.5,21.812,21.375
1484262292.82,-0.00246429443359,3.60849804687,3.65456640625,3.66339453125,3.6487734375,21.437,21.312,21.375,21.812
1484262293.82,-0.0524368286133,3.60851367187,3.65450976563,3.66338867187,3.64876367188,21.437,21.312,21.375,21.812
1484262294.89,0.0198516845703,3.608515625,3.6545703125,3.663390625,3.64876953125,21.312,21.375,21.437,21.812
1484262295.83,-0.0736083984375,3.60850585938,3.65451757813,3.66339453125,3.64876953125,21.312,21.375,21.437,21.812
1484262296.77,-0.041374206543,3.60850390625,3.6545625,3.66339453125,3.64877929687,21.312,21.437,21.375,21.75
1484262297.77,0.0389251708984,3.60851757813,3.65456054687,3.663390625,3.648765625,21.312,21.437,21.375,21.75
1484262298.77,-0.0425186157227,3.6085078125,3.65456835938,3.66339453125,3.648765625,21.312,21.812,21.375,21.437
1484262299.77,0.0610504150391,3.60851757813,3.65452539062,3.6633984375,3.64876757813,21.312,21.812,21.375,21.437
1484262300.83,0.0290069580078,3.60850585938,3.65452929688,3.66338476563,3.64877734375,21.312,21.5,21.375,21.812
1484262301.83,-0.0694122314453,3.60850195313,3.65460546875,3.66339257812,3.64877734375,21.312,21.5,21.375,21.812
1484262302.83,-0.0211563110352,3.60850390625,3.65454882813,3.66338476563,3.64876367188,21.312,21.437,21.375,21.812
1484262303.89,-0.0121917724609,3.60850976563,3.6545546875,3.66338671875,3.64876171875,21.312,21.437,21.375,21.812
1484262304.83,0.0295791625977,3.60850195313,3.65453710938,3.66338085938,3.64877148438,21.437,21.375,21.75,21.312
1484262305.89,0.0423583984375,3.60851367187,3.65457421875,3.66337890625,3.64876953125,21.437,21.375,21.75,21.312
1484262306.84,0.00421142578125,3.6085,3.6545546875,3.66337890625,3.64876953125,21.375,21.75,21.437,21.312
1484262307.84,0.02099609375,3.6085078125,3.65458984375,3.66339257812,3.64876953125,21.375,21.75,21.437,21.312
1484262308.84,0.0147018432617,3.60851171875,3.65454101562,3.66338476563,3.6487734375,21.5,21.312,21.812,21.375
1484262309.79,0.0320587158203,3.60851367187,3.65456835938,3.66339257812,3.64877148438,21.5,21.312,21.812,21.375
1484262310.84,-0.0459518432617,3.60850195313,3.6545703125,3.66338867187,3.64876367188,21.312,21.437,21.75,21.375
1484262311.79,-0.009521484375,3.60849609375,3.65458007812,3.66339453125,3.64876757813,21.312,21.437,21.75,21.375
1484262312.79,-0.0890579223633,3.60850195313,3.65454492187,3.66339453125,3.64875976562,21.312,21.375,21.437,21.812
1484262313.79,-0.100120544434,3.60850976563,3.65453710938,3.66338476563,3.64876367188,21.312,21.375,21.437,21.812
1484262314.79,-0.05224609375,3.60851757813,3.65458789063,3.66336914062,3.64876171875,21.312,21.437,21.375,21.812
1484262315.85,0.0343475341797,3.60850390625,3.65458789063,3.66338867187,3.6487734375,21.312,21.437,21.375,21.812
1484262316.85,0.0147018432617,3.6085078125,3.65458398437,3.66337890625,3.64876367188,21.25,21.437,21.375,21.812
1484262317.8,-0.0295486450195,3.6085,3.65457226563,3.66338867187,3.64876953125,21.25,21.437,21.375,21.812
